topic,word_id,word,hint,sentence
japanese_jlpt_n1,limit_restriction,限定,"げんてい — limit, restriction",入場は先着順で、定員になり次第限定となります。
japanese_jlpt_n1,limit_restriction,限定,"げんてい — limit, restriction",この本は一部の書店限定で発売されました。
japanese_jlpt_n1,origin_coordinates_starting,原点,"げんてん — origin (coordinates, starting point)",この地図の原点は（０，０）です。
japanese_jlpt_n1,origin_coordinates_starting,原点,"げんてん — origin (coordinates, starting point)",彼の創造性の原点は、子供の頃の経験にあります。
japanese_jlpt_n1,origin_coordinates_starting,原点,"げんてん — origin (coordinates, starting point)",議論の原点に立ち返って、問題を解決しましょう。
japanese_jlpt_n1,origin_coordinates_starting,原点,"げんてん — origin (coordinates, starting point)",このプロジェクトの原点は、顧客のニーズを理解することでした。
japanese_jlpt_n1,origin_coordinates_starting,原点,"げんてん — origin (coordinates, starting point)",彼女は常に、自分がどこから来たのかという原点を忘れない。
japanese_jlpt_n1,origin_coordinates_starting,原点,"げんてん — origin (coordinates, starting point)",芸術の原点は、人間の感情の探求です。
japanese_jlpt_n1,origin_coordinates_starting,原点,"げんてん — origin (coordinates, starting point)",法律の原点は、社会の秩序を維持することにあります。
japanese_jlpt_n1,origin_coordinates_starting,原点,"げんてん — origin (coordinates, starting point)",彼のスピーチの原点は、感謝の気持ちでした。
japanese_jlpt_n1,origin_coordinates_starting,原点,"げんてん — origin (coordinates, starting point)",科学の進歩の原点は、好奇心と探求心です。
japanese_jlpt_n1,origin_coordinates_starting,原点,"げんてん — origin (coordinates, starting point)",このゲームの原点は、シンプルなパズルです。
japanese_jlpt_n1,original_source,原典,"げんてん — original, source",多くの批評家がその小説の原典を分析している。
japanese_jlpt_n1,original_source,原典,"げんてん — original, source",彼は古典文学の原典を読むことを好む。
japanese_jlpt_n1,original_source,原典,"げんてん — original, source",その映画は有名な神話の原典に基づいている。
japanese_jlpt_n1,original_source,原典,"げんてん — original, source",聖書を原典で読むと、より深い理解が得られる。
japanese_jlpt_n1,original_source,原典,"げんてん — original, source",この研究は、歴史的な記録を原典として進められました。
japanese_jlpt_n1,original_source,原典,"げんてん — original, source",哲学書を読む際は、原典に立ち返ることが大切だ。
japanese_jlpt_n1,original_source,原典,"げんてん — original, source",翻訳された作品よりも、原典に触れる方が感動が大きい。
japanese_jlpt_n1,original_source,原典,"げんてん — original, source",彼女は原典を忠実に再現しようと努力した。
japanese_jlpt_n1,original_source,原典,"げんてん — original, source",原典に記された思想は、現代にも通じるものがある。
japanese_jlpt_n1,original_source,原典,"げんてん — original, source",この論文の根拠は、当時の法令の原典に求められます。
japanese_jlpt_n1,atomic_bomb,原爆,げんばく — atomic bomb,原爆の悲惨さを忘れてはならない。
japanese_jlpt_n1,atomic_bomb,原爆,げんばく — atomic bomb,広島では原爆ドームが平和の象徴となっている。
japanese_jlpt_n1,atomic_bomb,原爆,げんばく — atomic bomb,原爆投下は第二次世界大戦の終結を早めたと言われている。
japanese_jlpt_n1,atomic_bomb,原爆,げんばく — atomic bomb,被爆者は原爆による後遺症に苦しんでいる。
japanese_jlpt_n1,atomic_bomb,原爆,げんばく — atomic bomb,私たちは二度と原爆が使われない世界を目指すべきだ。
japanese_jlpt_n1,atomic_bomb,原爆,げんばく — atomic bomb,この博物館には原爆に関する貴重な資料が展示されている。
japanese_jlpt_n1,atomic_bomb,原爆,げんばく — atomic bomb,子供たちに原爆の恐ろしさを伝えることが大切だ。
japanese_jlpt_n1,atomic_bomb,原爆,げんばく — atomic bomb,原爆の威力は想像を絶するものだ。
japanese_jlpt_n1,atomic_bomb,原爆,げんばく — atomic bomb,平和記念式典では原爆犠牲者の冥福を祈る。
japanese_jlpt_n1,atomic_bomb,原爆,げんばく — atomic bomb,核兵器廃絶と原爆のない世界を願う声が高まっている。
japanese_jlpt_n1,the_text_original,原文,"げんぶん — the text, original",この詩の原文はラテン語で書かれています。
japanese_jlpt_n1,the_text_original,原文,"げんぶん — the text, original",古い文献の原文を読むのは難しいですが、やりがいがあります。
japanese_jlpt_n1,the_text_original,原文,"げんぶん — the text, original",翻訳された文章と原文を比較して、ニュアンスの違いを確認してください。
japanese_jlpt_n1,the_text_original,原文,"げんぶん — the text, original",契約書の原文をよく読んで、内容を理解することが重要です。
japanese_jlpt_n1,the_text_original,原文,"げんぶん — the text, original",彼は歴史的な文書の原文を研究するために図書館に通っています。
japanese_jlpt_n1,the_text_original,原文,"げんぶん — the text, original",この劇の原文はシェイクスピアによって書かれました。
japanese_jlpt_n1,the_text_original,原文,"げんぶん — the text, original",原文に忠実な翻訳を心がけました。
japanese_jlpt_n1,the_text_original,原文,"げんぶん — the text, original",原文ではもっと強い表現が使われていました。
japanese_jlpt_n1,the_text_original,原文,"げんぶん — the text, original",小説の原文は、その作者の個性がよく表れています。
japanese_jlpt_n1,the_text_original,原文,"げんぶん — the text, original",原文の美しさを損なわないように、翻訳作業は慎重に進められました。
japanese_jlpt_n1,strict_close,厳密,"げんみつ — strict, close",彼女は計画を厳密に実行した。
japanese_jlpt_n1,strict_close,厳密,"げんみつ — strict, close",この規則は子供たちに厳密に適用される。
japanese_jlpt_n1,strict_close,厳密,"げんみつ — strict, close",厳密な定義がないと、議論が混乱する。
japanese_jlpt_n1,strict_close,厳密,"げんみつ — strict, close",科学者はデータを厳密に分析した。
japanese_jlpt_n1,strict_close,厳密,"げんみつ — strict, close",彼は時間厳密で、遅刻することは決してない。
japanese_jlpt_n1,strict_close,厳密,"げんみつ — strict, close",厳密な訓練は、兵士の士気を高める。
japanese_jlpt_n1,strict_close,厳密,"げんみつ — strict, close",記録は厳密に管理されている。
japanese_jlpt_n1,strict_close,厳密,"げんみつ — strict, close",厳密な校正を経て、本が出版された。
japanese_jlpt_n1,strict_close,厳密,"げんみつ — strict, close",契約内容を厳密に確認してください。
japanese_jlpt_n1,strict_close,厳密,"げんみつ — strict, close",厳密な意味では、それは間違いではない。
japanese_jlpt_n1,wisdom_intelligence_prudenc,賢明,"けんめい — wisdom, intelligence, prudence",彼は賢明な判断を下し、チームを危機から救った。
japanese_jlpt_n1,wisdom_intelligence_prudenc,賢明,"けんめい — wisdom, intelligence, prudence",賢明な人は、すぐに怒らない。
japanese_jlpt_n1,wisdom_intelligence_prudenc,賢明,"けんめい — wisdom, intelligence, prudence",祖母はいつも賢明なアドバイスをくれた。
japanese_jlpt_n1,wisdom_intelligence_prudenc,賢明,"けんめい — wisdom, intelligence, prudence",この状況では、慎重に行動することが賢明だろう。
japanese_jlpt_n1,wisdom_intelligence_prudenc,賢明,"けんめい — wisdom, intelligence, prudence",投資は賢明に行う必要がある。
japanese_jlpt_n1,wisdom_intelligence_prudenc,賢明,"けんめい — wisdom, intelligence, prudence",彼女は子供たちに賢明な生き方を教えようとしている。
japanese_jlpt_n1,wisdom_intelligence_prudenc,賢明,"けんめい — wisdom, intelligence, prudence",賢明な選択をするためには、情報収集が不可欠だ。
japanese_jlpt_n1,wisdom_intelligence_prudenc,賢明,"けんめい — wisdom, intelligence, prudence",彼はその困難な問題に対して、賢明な解決策を見出した。
japanese_jlpt_n1,wisdom_intelligence_prudenc,賢明,"けんめい — wisdom, intelligence, prudence",賢明なリーダーシップは、組織の成功に繋がる。
japanese_jlpt_n1,wisdom_intelligence_prudenc,賢明,"けんめい — wisdom, intelligence, prudence",計画を立てることは、賢明な第一歩です。
japanese_jlpt_n1,thrift_economy_frugality,倹約,"けんやく — thrift, economy, frugality",毎日の食費を倹約することで、貯金が増えた。
japanese_jlpt_n1,thrift_economy_frugality,倹約,"けんやく — thrift, economy, frugality",彼は無駄遣いをせず、常に倹約を心がけている。
japanese_jlpt_n1,thrift_economy_frugality,倹約,"けんやく — thrift, economy, frugality",もっと倹約しておけば、旅行にもっとお金を使えたのに。
japanese_jlpt_n1,thrift_economy_frugality,倹約,"けんやく — thrift, economy, frugality",この電気製品は、とても倹約できる設計になっている。
japanese_jlpt_n1,thrift_economy_frugality,倹約,"けんやく — thrift, economy, frugality",倹約は美徳だと、両親から教わった。
japanese_jlpt_n1,thrift_economy_frugality,倹約,"けんやく — thrift, economy, frugality",節約と倹約は似ているが、倹約の方がより意識的な努力を指す。
japanese_jlpt_n1,thrift_economy_frugality,倹約,"けんやく — thrift, economy, frugality",地震後、多くの人々が節水や節電など、身近なことから倹約を始めた。
japanese_jlpt_n1,thrift_economy_frugality,倹約,"けんやく — thrift, economy, frugality",昔の人は、現代人よりもずっと倹約して生活していた。
japanese_jlpt_n1,thrift_economy_frugality,倹約,"けんやく — thrift, economy, frugality",衝動買いを避けることが、倹約への第一歩だ。
japanese_jlpt_n1,thrift_economy_frugality,倹約,"けんやく — thrift, economy, frugality",倹約生活は質素だが、精神的な豊かさも得られる。
japanese_jlpt_n1,crude_oil,原油,げんゆ — crude oil,原油価格が最近急激に上昇している。
japanese_jlpt_n1,crude_oil,原油,げんゆ — crude oil,日本は原油のほとんどを輸入に頼っている。
japanese_jlpt_n1,crude_oil,原油,げんゆ — crude oil,この化学工場は大量の原油を消費する。
japanese_jlpt_n1,crude_oil,原油,げんゆ — crude oil,原油の輸送にはタンカーが使われる。
japanese_jlpt_n1,crude_oil,原油,げんゆ — crude oil,原油の精製によってガソリンや灯油が作られる。
japanese_jlpt_n1,crude_oil,原油,げんゆ — crude oil,原油の埋蔵量は世界中で限られている。
japanese_jlpt_n1,crude_oil,原油,げんゆ — crude oil,原油の価格変動は経済に大きな影響を与える。
japanese_jlpt_n1,crude_oil,原油,げんゆ — crude oil,彼は原油市場の動向を注意深く観察している。
japanese_jlpt_n1,crude_oil,原油,げんゆ — crude oil,原油の採掘技術は年々進歩している。
japanese_jlpt_n1,crude_oil,原油,げんゆ — crude oil,政府は原油の備蓄を増やそうとしている。
japanese_jlpt_n1,multi_use_combined_use,兼用,"けんよう — multi-use, combined use",この部屋は寝室と書斎を兼用しています。
japanese_jlpt_n1,multi_use_combined_use,兼用,"けんよう — multi-use, combined use",このカバンは仕事にも普段使いにも兼用できるデザインです。
japanese_jlpt_n1,multi_use_combined_use,兼用,"けんよう — multi-use, combined use",この施設は会議室とイベントスペースを兼用できます。
japanese_jlpt_n1,multi_use_combined_use,兼用,"けんよう — multi-use, combined use",このフォークはナイフの機能も兼用しています。
japanese_jlpt_n1,multi_use_combined_use,兼用,"けんよう — multi-use, combined use",このアパートは事務所としても住居としても兼用可能です。
japanese_jlpt_n1,multi_use_combined_use,兼用,"けんよう — multi-use, combined use",このカードは会員証とポイントカードを兼用しています。
japanese_jlpt_n1,multi_use_combined_use,兼用,"けんよう — multi-use, combined use",その服はフォーマルな場にもカジュアルな場にも兼用できる。
japanese_jlpt_n1,multi_use_combined_use,兼用,"けんよう — multi-use, combined use",この自転車は通勤用とレジャー用を兼用しています。
japanese_jlpt_n1,multi_use_combined_use,兼用,"けんよう — multi-use, combined use",このアプリはスケジュール管理とメモ機能を兼用しています。
japanese_jlpt_n1,multi_use_combined_use,兼用,"けんよう — multi-use, combined use",この建物は図書館と博物館を兼用する計画がある。
japanese_jlpt_n1,political_power_authority_i,権力,"けんりょく — (political) power, authority, influence",権力者が国民の生活に大きな影響を与える。
japanese_jlpt_n1,political_power_authority_i,権力,"けんりょく — (political) power, authority, influence",彼はその組織でかなりの権力を持っている。
japanese_jlpt_n1,political_power_authority_i,権力,"けんりょく — (political) power, authority, influence",権力闘争はしばしば組織の分裂を引き起こす。
japanese_jlpt_n1,political_power_authority_i,権力,"けんりょく — (political) power, authority, influence",権力は腐敗しやすいという言葉がある。
japanese_jlpt_n1,political_power_authority_i,権力,"けんりょく — (political) power, authority, influence",若い世代は古い権力構造に疑問を呈している。
japanese_jlpt_n1,political_power_authority_i,権力,"けんりょく — (political) power, authority, influence",彼女は権力を使わず、交渉で問題を解決した。
japanese_jlpt_n1,political_power_authority_i,権力,"けんりょく — (political) power, authority, influence",権力と責任は常にセットであるべきだ。
japanese_jlpt_n1,political_power_authority_i,権力,"けんりょく — (political) power, authority, influence",政治家は権力を行使する際に倫理観を持つ必要がある。
japanese_jlpt_n1,political_power_authority_i,権力,"けんりょく — (political) power, authority, influence",その会社は市場での強い権力を持っている。
japanese_jlpt_n1,political_power_authority_i,権力,"けんりょく — (political) power, authority, influence",権力に盲目的に従うことは危険だ。
japanese_jlpt_n1,discussion_speech,言論,"げんろん — discussion, speech",自由な言論の場を守ることが大切だ。
japanese_jlpt_n1,discussion_speech,言論,"げんろん — discussion, speech",彼の言論には多くの人が賛同した。
japanese_jlpt_n1,discussion_speech,言論,"げんろん — discussion, speech",インターネットは言論の自由を広げた。
japanese_jlpt_n1,discussion_speech,言論,"げんろん — discussion, speech",誤った言論が社会に混乱を招くことがある。
japanese_jlpt_n1,discussion_speech,言論,"げんろん — discussion, speech",政治家は国民の言論に耳を傾けるべきだ。
japanese_jlpt_n1,discussion_speech,言論,"げんろん — discussion, speech",彼の言論はしばしば過激だと批判される。
japanese_jlpt_n1,discussion_speech,言論,"げんろん — discussion, speech",この会議では様々な言論が交わされた。
japanese_jlpt_n1,discussion_speech,言論,"げんろん — discussion, speech",子供たちの健全な言論能力を育みたい。
japanese_jlpt_n1,discussion_speech,言論,"げんろん — discussion, speech",規制のない言論は危険な場合もある。
japanese_jlpt_n1,discussion_speech,言論,"げんろん — discussion, speech",彼は社会問題について活発な言論を展開した。
japanese_jlpt_n1,deceased_late,故～,"こ～ — deceased, late",故田中社長のご功績を偲び、社員一同で追悼の意を表します。
japanese_jlpt_n1,deceased_late,故～,"こ～ — deceased, late",故人の遺志を継ぎ、このプロジェクトを成功させることが私たちの使命です。
japanese_jlpt_n1,deceased_late,故～,"こ～ — deceased, late",故郷の山々が、幼い頃の思い出と共に鮮やかに蘇る。
japanese_jlpt_n1,deceased_late,故～,"こ～ — deceased, late",故郷の味を求めて、遠く離れた地で奮闘する人々もいる。
japanese_jlpt_n1,deceased_late,故～,"こ～ — deceased, late",故郷の友と久しぶりに再会し、昔話に花を咲かせた。
japanese_jlpt_n1,deceased_late,故～,"こ～ — deceased, late",故郷を離れてから、両親のありがたみを改めて感じている。
japanese_jlpt_n1,deceased_late,故～,"こ～ — deceased, late",故郷の風景は、いつ見ても心を落ち着かせてくれる。
japanese_jlpt_n1,deceased_late,故～,"こ～ — deceased, late",故郷の古い家には、たくさんの思い出が詰まっている。
japanese_jlpt_n1,deceased_late,故～,"こ～ — deceased, late",故郷の祭りは、地域の人々にとって大切な伝統行事だ。
japanese_jlpt_n1,deceased_late,故～,"こ～ — deceased, late",故郷の田んぼの景色が、彼の詩に多く登場する。
japanese_jlpt_n1,vocabulary_glossary,語彙,"ごい — vocabulary, glossary",新しい単語を覚えるには、語彙を増やすことが大切です。
japanese_jlpt_n1,vocabulary_glossary,語彙,"ごい — vocabulary, glossary",この本は、ビジネスで役立つ語彙が豊富に収録されています。
japanese_jlpt_n1,vocabulary_glossary,語彙,"ごい — vocabulary, glossary",語彙力がないと、会話がスムーズに進みません。
japanese_jlpt_n1,vocabulary_glossary,語彙,"ごい — vocabulary, glossary",語彙を増やすための効果的な方法を教えてください。
japanese_jlpt_n1,vocabulary_glossary,語彙,"ごい — vocabulary, glossary",語彙リストを見て、今日の学習目標を決めましょう。
japanese_jlpt_n1,vocabulary_glossary,語彙,"ごい — vocabulary, glossary",漫画を読むことは、楽しみながら語彙を学べる良い方法です。
japanese_jlpt_n1,vocabulary_glossary,語彙,"ごい — vocabulary, glossary",語彙力は、読解力や表現力を高める土台となります。
japanese_jlpt_n1,vocabulary_glossary,語彙,"ごい — vocabulary, glossary",彼は、専門分野の語彙に非常に詳しいです。
japanese_jlpt_n1,vocabulary_glossary,語彙,"ごい — vocabulary, glossary",旅行に行く前に、その国の基本的な語彙をいくつか覚えました。
japanese_jlpt_n1,vocabulary_glossary,語彙,"ごい — vocabulary, glossary",語彙の練習問題を解いて、理解度を確認しましょう。
japanese_jlpt_n1,to_fall_in_love_with_to_lov,恋する,"こいする — to fall in love with, to love",彼女は初めて恋をした。
japanese_jlpt_n1,to_fall_in_love_with_to_lov,恋する,"こいする — to fall in love with, to love",友達の彼氏に恋してしまった。
japanese_jlpt_n1,to_fall_in_love_with_to_lov,恋する,"こいする — to fall in love with, to love",昔の恋を思い出して、また恋する気持ちになった。
japanese_jlpt_n1,to_fall_in_love_with_to_lov,恋する,"こいする — to fall in love with, to love",理想のタイプに恋するのは難しい。
japanese_jlpt_n1,to_fall_in_love_with_to_lov,恋する,"こいする — to fall in love with, to love",恋するって、すごくドキドキするね。
japanese_jlpt_n1,to_fall_in_love_with_to_lov,恋する,"こいする — to fall in love with, to love",先生に恋する生徒は多い。
japanese_jlpt_n1,to_fall_in_love_with_to_lov,恋する,"こいする — to fall in love with, to love",運命の人に恋したい。
japanese_jlpt_n1,to_fall_in_love_with_to_lov,恋する,"こいする — to fall in love with, to love",恋する相手に、もっと素直になりたい。
japanese_jlpt_n1,to_fall_in_love_with_to_lov,恋する,"こいする — to fall in love with, to love",恋するって、人生を豊かにする。
japanese_jlpt_n1,to_fall_in_love_with_to_lov,恋する,"こいする — to fall in love with, to love",どんなに離れていても、ずっと恋していた。
japanese_jlpt_n1,1st_in_rank_shell,甲,こう — 1st in rank; shell,彼はクラスで甲の成績を収めた。
japanese_jlpt_n1,1st_in_rank_shell,甲,こう — 1st in rank; shell,この船は頑丈な甲板で守られている。
japanese_jlpt_n1,1st_in_rank_shell,甲,こう — 1st in rank; shell,彼は剣道で甲の位に達した。
japanese_jlpt_n1,1st_in_rank_shell,甲,こう — 1st in rank; shell,カメの甲羅は非常に硬い。
japanese_jlpt_n1,1st_in_rank_shell,甲,こう — 1st in rank; shell,優勝候補の筆頭が甲である。
japanese_jlpt_n1,1st_in_rank_shell,甲,こう — 1st in rank; shell,甲虫の体は硬い外骨格に覆われている。
japanese_jlpt_n1,1st_in_rank_shell,甲,こう — 1st in rank; shell,彼の論は、議論の中で甲をなした。
japanese_jlpt_n1,1st_in_rank_shell,甲,こう — 1st in rank; shell,畳の縁には甲という模様がある。
japanese_jlpt_n1,1st_in_rank_shell,甲,こう — 1st in rank; shell,兵士たちは甲冑を身につけていた。
japanese_jlpt_n1,1st_in_rank_shell,甲,こう — 1st in rank; shell,この小説は、登場人物たちの人間関係を甲乙つけがたく描いている。
japanese_jlpt_n1,light,～光,～こう — light,朝日がお部屋に差し込み、目に優しい光だった。
japanese_jlpt_n1,light,～光,～こう — light,彼女の笑顔は、まるで太陽のような温かい光を放っていた。
japanese_jlpt_n1,light,～光,～こう — light,暗闇の中で、懐中電灯の光が頼りだった。
japanese_jlpt_n1,light,～光,～こう — light,星の光が、静かな夜空を美しく彩っていた。
japanese_jlpt_n1,light,～光,～こう — light,読書灯の光の下で、遅くまで勉強した。
japanese_jlpt_n1,light,～光,～こう — light,彼の言葉は、失意の私に希望の光を与えてくれた。
japanese_jlpt_n1,light,～光,～こう — light,舞台にスポットライトの光が当たり、役者が現れた。
japanese_jlpt_n1,light,～光,～こう — light,海面に反射する月光が、幻想的な風景を作り出していた。
japanese_jlpt_n1,light,～光,～こう — light,节能のため、不要な照明の光は消しましょう。
japanese_jlpt_n1,light,～光,～こう — light,洞窟の奥から、かすかな光が漏れていた。
japanese_jlpt_n1,good_will_favor_courtesy,好意,"こうい — good will, favor, courtesy",彼女はいつも私に好意を持って接してくれる。
japanese_jlpt_n1,good_will_favor_courtesy,好意,"こうい — good will, favor, courtesy",彼の親切な態度は、私への好意の表れだと感じた。
japanese_jlpt_n1,good_will_favor_courtesy,好意,"こうい — good will, favor, courtesy",初対面なのに、相手から好意を持たれているように感じた。
japanese_jlpt_n1,good_will_favor_courtesy,好意,"こうい — good will, favor, courtesy",友人からの好意は、何よりも嬉しい贈り物だ。
japanese_jlpt_n1,good_will_favor_courtesy,好意,"こうい — good will, favor, courtesy",困っている人には、見返りを求めず好意で助けてあげたい。
japanese_jlpt_n1,good_will_favor_courtesy,好意,"こうい — good will, favor, courtesy",彼のことは好意的に見ているので、応援したいと思っている。
japanese_jlpt_n1,good_will_favor_courtesy,好意,"こうい — good will, favor, courtesy",彼女の会社は、地域への好意で様々なイベントを支援している。
japanese_jlpt_n1,good_will_favor_courtesy,好意,"こうい — good will, favor, courtesy",お店の人から、特別に好意でサービスしてもらった。
japanese_jlpt_n1,good_will_favor_courtesy,好意,"こうい — good will, favor, courtesy",遠く離れていても、お互いを好意的に思い合っている。
japanese_jlpt_n1,good_will_favor_courtesy,好意,"こうい — good will, favor, courtesy",このプレゼントは、私のささやかな好意です。
japanese_jlpt_n1,act_deed_conduct,行為,"こうい — act, deed, conduct",彼の親切な行為に感謝しています。
japanese_jlpt_n1,act_deed_conduct,行為,"こうい — act, deed, conduct",そのような暴力的な行為は許されるべきではない。
japanese_jlpt_n1,act_deed_conduct,行為,"こうい — act, deed, conduct",彼の奇妙な行為は、皆を困惑させた。
japanese_jlpt_n1,act_deed_conduct,行為,"こうい — act, deed, conduct",善意の行為は、社会をより良くする。
japanese_jlpt_n1,act_deed_conduct,行為,"こうい — act, deed, conduct",彼は度重なる不正行為で解雇された。
japanese_jlpt_n1,act_deed_conduct,行為,"こうい — act, deed, conduct",これは単なる偶然ではなく、意図的な行為だ。
japanese_jlpt_n1,act_deed_conduct,行為,"こうい — act, deed, conduct",子どもたちの純粋な行為は、見る者の心を温かくする。
japanese_jlpt_n1,act_deed_conduct,行為,"こうい — act, deed, conduct",彼の勇気ある行為は、多くの人に影響を与えた。
japanese_jlpt_n1,act_deed_conduct,行為,"こうい — act, deed, conduct",企業は倫理的な行為を心がけるべきだ。
japanese_jlpt_n1,act_deed_conduct,行為,"こうい — act, deed, conduct",法律に違反する行為は、罰せられます。
japanese_jlpt_n1,agreement_consent_mutual_un,合意,"ごうい — agreement, consent, mutual understanding",両国は貿易協定に合意した。
japanese_jlpt_n1,agreement_consent_mutual_un,合意,"ごうい — agreement, consent, mutual understanding",関係者全員の合意を得て、計画は承認された。
japanese_jlpt_n1,agreement_consent_mutual_un,合意,"ごうい — agreement, consent, mutual understanding",この件については、まだ最終的な合意に至っていません。
japanese_jlpt_n1,agreement_consent_mutual_un,合意,"ごうい — agreement, consent, mutual understanding",彼女は彼にプロポーズされた時、すぐに合意した。
japanese_jlpt_n1,agreement_consent_mutual_un,合意,"ごうい — agreement, consent, mutual understanding",交渉の結果、双方に有利な合意が成立した。
japanese_jlpt_n1,agreement_consent_mutual_un,合意,"ごうい — agreement, consent, mutual understanding",子供の進路については、両親の合意が不可欠だ。
japanese_jlpt_n1,agreement_consent_mutual_un,合意,"ごうい — agreement, consent, mutual understanding",契約内容に合意したら、署名をお願いします。
japanese_jlpt_n1,agreement_consent_mutual_un,合意,"ごうい — agreement, consent, mutual understanding",意見が食い違ったが、なんとか合意点を見つけた。
